date, number_of_issues, number_of_pull_requests, number_of_commits
2014-04-06, 0, 0, 5
2014-04-07, 0, 0, 24
2014-04-08, 0, 0, 39
2014-04-09, 0, 0, 32
2014-04-10, 0, 0, 39
2014-04-11, 0, 0, 40
2014-04-12, 0, 0, 17
2014-04-13, 0, 0, 18
2014-04-14, 0, 0, 40
2014-04-15, 0, 0, 33
2014-04-16, 0, 0, 30
2014-04-17, 0, 0, 39
2014-04-18, 0, 0, 65
2014-04-19, 0, 0, 14
2014-04-20, 0, 0, 24
2014-04-21, 0, 0, 27
2014-04-22, 0, 0, 38
2014-04-23, 0, 0, 37
2014-04-24, 0, 0, 36
2014-04-25, 0, 0, 48
2014-04-26, 0, 0, 35
2014-04-27, 0, 0, 48
2014-04-28, 0, 0, 33
2014-04-29, 0, 0, 30
2014-04-30, 0, 0, 37
2014-05-01, 0, 0, 43
2014-05-02, 0, 0, 58
2014-05-03, 0, 0, 32
2014-05-04, 0, 0, 33
2014-05-05, 0, 0, 51
2014-05-06, 0, 0, 48
2014-05-07, 0, 0, 38
2014-05-08, 0, 0, 58
2014-05-09, 0, 0, 57
2014-05-10, 0, 0, 35
2014-05-11, 0, 0, 26
2014-05-12, 0, 0, 57
2014-05-13, 0, 0, 57
2014-05-14, 0, 0, 38
2014-05-15, 0, 0, 54
2014-05-16, 0, 0, 84
2014-05-17, 0, 0, 55
2014-05-18, 0, 0, 81
2014-05-19, 0, 0, 67
2014-05-20, 0, 0, 31
2014-05-21, 0, 0, 53
2014-05-22, 0, 0, 39
2014-05-23, 0, 0, 28
2014-05-24, 0, 0, 13
2014-05-25, 0, 0, 7
2014-05-26, 0, 0, 15
2014-05-27, 0, 0, 4
2014-05-28, 0, 0, 7
2014-05-29, 0, 0, 4
2014-05-30, 0, 0, 19
2014-05-31, 0, 0, 2
2014-06-01, 0, 0, 6
2014-06-02, 0, 0, 1
2014-06-03, 0, 0, 3
2014-06-04, 0, 0, 7
2014-06-05, 0, 0, 16
2014-06-06, 0, 0, 12
2014-06-07, 0, 0, 4
2014-06-08, 0, 0, 3
2014-06-09, 0, 0, 24
2014-06-10, 0, 0, 30
2014-06-11, 0, 0, 19
2014-06-12, 0, 0, 33
2014-06-13, 0, 0, 35
2014-06-14, 0, 0, 17
2014-06-15, 0, 0, 17
2014-06-16, 0, 0, 19
2014-06-17, 0, 0, 24
2014-06-18, 0, 0, 28
2014-06-19, 0, 0, 21
2014-06-20, 0, 0, 38
2014-06-21, 0, 0, 12
2014-06-22, 0, 0, 16
2014-06-23, 0, 0, 22
2014-06-24, 0, 0, 39
2014-06-25, 0, 0, 39
2014-06-26, 0, 0, 75
2014-06-27, 0, 0, 28
2014-06-28, 0, 0, 14
2014-06-29, 0, 0, 1
2014-06-30, 0, 0, 58
2014-07-01, 0, 0, 55
2014-07-02, 0, 0, 52
2014-07-03, 0, 0, 44
2014-07-04, 0, 0, 35
2014-07-05, 0, 0, 2
2014-07-06, 0, 0, 7
2014-07-07, 0, 0, 56
2014-07-08, 0, 0, 55
2014-07-09, 0, 0, 46
2014-07-10, 0, 0, 65
2014-07-11, 0, 0, 24
2014-07-12, 0, 0, 15
2014-07-13, 0, 0, 28
2014-07-14, 0, 0, 46
2014-07-15, 0, 0, 22
2014-07-16, 0, 0, 60
2014-07-17, 0, 0, 50
2014-07-18, 0, 0, 54
2014-07-19, 0, 0, 19
2014-07-20, 0, 0, 22
2014-07-21, 0, 0, 45
2014-07-22, 0, 0, 66
2014-07-23, 0, 0, 91
2014-07-24, 0, 0, 73
2014-07-25, 0, 0, 54
2014-07-26, 0, 0, 15
2014-07-27, 0, 0, 10
2014-07-28, 0, 0, 49
2014-07-29, 0, 0, 66
2014-07-30, 0, 0, 60
2014-07-31, 0, 0, 71
2014-08-01, 0, 0, 64
2014-08-02, 0, 0, 30
2014-08-03, 0, 0, 26
2014-08-04, 0, 0, 38
2014-08-05, 0, 0, 24
2014-08-06, 0, 0, 26
2014-08-07, 0, 0, 19
2014-08-08, 0, 0, 19
2014-08-09, 0, 0, 8
2014-08-10, 0, 0, 1
2014-08-11, 0, 0, 7
2014-08-12, 0, 0, 21
2014-08-13, 0, 0, 26
2014-08-14, 0, 0, 31
2014-08-15, 0, 0, 23
2014-08-16, 0, 0, 4
2014-08-18, 0, 0, 22
2014-08-19, 0, 0, 28
2014-08-20, 0, 0, 29
2014-08-21, 0, 0, 61
2014-08-22, 0, 0, 33
2014-08-23, 0, 0, 5
2014-08-25, 0, 0, 15
2014-08-26, 0, 0, 19
2014-08-27, 0, 0, 29
2014-08-28, 0, 0, 51
2014-08-29, 0, 0, 46
2014-08-30, 0, 0, 15
2014-08-31, 0, 0, 6
2014-09-01, 0, 0, 14
2014-09-02, 0, 0, 20
2014-09-03, 0, 0, 27
2014-09-04, 0, 0, 38
2014-09-05, 0, 0, 17
2014-09-06, 0, 0, 10
2014-09-07, 0, 0, 1
2014-09-08, 0, 0, 23
2014-09-09, 0, 0, 24
2014-09-10, 0, 0, 39
2014-09-11, 0, 0, 37
2014-09-12, 0, 0, 32
2014-09-13, 0, 0, 5
2014-09-15, 0, 0, 21
2014-09-16, 0, 0, 37
2014-09-17, 0, 0, 47
2014-09-18, 0, 0, 52
2014-09-19, 0, 0, 36
2014-09-20, 0, 0, 4
2014-09-21, 0, 0, 9
2014-09-22, 0, 0, 27
2014-09-23, 0, 0, 50
2014-09-24, 0, 0, 26
2014-09-25, 0, 0, 20
2014-09-26, 0, 0, 15
2014-09-27, 0, 0, 12
2014-09-28, 0, 0, 29
2014-09-29, 0, 0, 26
2014-09-30, 0, 0, 37
2014-10-01, 0, 0, 32
2014-10-02, 0, 0, 32
2014-10-03, 0, 0, 25
2014-10-04, 0, 0, 12
2014-10-05, 0, 0, 7
2014-10-06, 0, 0, 26
2014-10-07, 0, 0, 25
2014-10-08, 0, 0, 25
2014-10-09, 0, 0, 38
2014-10-10, 0, 0, 34
2014-10-11, 0, 0, 11
2014-10-12, 0, 0, 3
2014-10-13, 0, 0, 16
2014-10-14, 0, 0, 23
2014-10-15, 0, 0, 44
2014-10-16, 0, 0, 17
2014-10-17, 0, 0, 14
2014-10-18, 0, 0, 7
2014-10-19, 0, 0, 3
2014-10-20, 0, 0, 24
2014-10-21, 0, 0, 15
2014-10-22, 0, 0, 8
2014-10-23, 0, 0, 22
2014-10-24, 0, 0, 29
2014-10-25, 0, 0, 8
2014-10-26, 0, 0, 12
2014-10-27, 0, 0, 20
2014-10-28, 0, 0, 20
2014-10-29, 0, 0, 17
2014-10-30, 0, 0, 9
2014-10-31, 0, 0, 19
2014-11-01, 0, 0, 14
2014-11-02, 0, 0, 14
2014-11-03, 0, 0, 18
2014-11-04, 0, 0, 14
2014-11-05, 0, 0, 15
2014-11-06, 0, 0, 20
2014-11-07, 0, 0, 25
2014-11-08, 0, 0, 16
2014-11-09, 0, 0, 15
2014-11-10, 0, 0, 13
2014-11-11, 0, 0, 40
2014-11-12, 0, 0, 35
2014-11-13, 0, 0, 18
2014-11-14, 0, 0, 29
2014-11-15, 0, 0, 16
2014-11-16, 0, 0, 6
2014-11-17, 0, 0, 29
2014-11-18, 0, 0, 27
2014-11-19, 0, 0, 33
2014-11-20, 0, 0, 38
2014-11-21, 0, 0, 47
2014-11-22, 0, 0, 17
2014-11-23, 0, 0, 4
2014-11-24, 0, 0, 11
2014-11-25, 0, 0, 2
2014-11-26, 0, 0, 2
2014-11-28, 0, 0, 4
2014-11-30, 0, 0, 1
2014-12-01, 0, 0, 12
2014-12-02, 0, 0, 22
2014-12-03, 0, 0, 39
2014-12-04, 0, 0, 28
2014-12-05, 0, 0, 46
2014-12-06, 0, 0, 15
2014-12-07, 0, 0, 2
2014-12-08, 0, 0, 19
2014-12-09, 0, 0, 18
2014-12-10, 0, 0, 15
2014-12-11, 0, 0, 20
2014-12-12, 0, 0, 28
2014-12-13, 0, 0, 16
2014-12-14, 0, 0, 11
2014-12-15, 0, 0, 19
2014-12-16, 0, 0, 15
2014-12-17, 0, 0, 31
2014-12-18, 0, 0, 24
2014-12-19, 0, 0, 26
2014-12-20, 0, 0, 17
2014-12-21, 0, 0, 3
2014-12-22, 0, 0, 19
2014-12-23, 0, 0, 42
2014-12-24, 0, 0, 15
2014-12-26, 0, 0, 3
2014-12-27, 0, 0, 3
2014-12-28, 0, 0, 2
2015-01-01, 0, 0, 4
2015-01-02, 0, 0, 1
2015-01-04, 0, 0, 2
2015-01-05, 0, 0, 15
2015-01-06, 0, 0, 25
2015-01-07, 0, 0, 12
2015-01-08, 0, 0, 35
2015-01-09, 0, 0, 43
2015-01-10, 0, 0, 18
2015-01-11, 0, 0, 10
2015-01-12, 0, 0, 10
2015-01-13, 0, 0, 27
2015-01-14, 0, 0, 22
2015-01-15, 0, 0, 28
2015-01-16, 0, 0, 28
2015-01-17, 0, 0, 7
2015-01-18, 0, 0, 2
2015-01-19, 0, 0, 34
2015-01-20, 0, 0, 35
2015-01-21, 0, 0, 34
2015-01-22, 0, 0, 40
2015-01-23, 0, 0, 33
2015-01-24, 0, 0, 16
2015-01-25, 0, 0, 9
2015-01-26, 0, 0, 12
2015-01-27, 0, 0, 24
2015-01-28, 0, 0, 41
2015-01-29, 0, 0, 27
2015-01-30, 0, 0, 27
2015-01-31, 0, 0, 18
2015-02-01, 0, 0, 7
2015-02-02, 0, 0, 17
2015-02-03, 0, 0, 18
2015-02-04, 0, 0, 51
2015-02-05, 0, 0, 37
2015-02-06, 0, 0, 33
2015-02-07, 0, 0, 16
2015-02-10, 0, 0, 42
2015-02-11, 0, 0, 58
2015-02-12, 0, 0, 48
2015-02-13, 0, 0, 31
2015-02-14, 0, 0, 11
2015-02-15, 0, 0, 7
2015-02-16, 0, 0, 21
2015-02-17, 0, 0, 23
2015-02-18, 0, 0, 25
2015-02-19, 0, 0, 18
2015-02-20, 0, 0, 32
2015-02-21, 0, 0, 30
2015-02-22, 0, 0, 4
2015-02-23, 0, 0, 10
2015-02-24, 0, 0, 27
2015-02-25, 0, 0, 16
2015-02-26, 0, 0, 30
2015-02-27, 0, 0, 57
2015-02-28, 0, 0, 14
2015-03-01, 0, 0, 17
2015-03-02, 0, 0, 31
2015-03-03, 0, 0, 31
2015-03-04, 0, 0, 44
2015-03-05, 0, 0, 20
2015-03-06, 0, 0, 27
2015-03-07, 0, 0, 19
2015-03-08, 0, 0, 20
2015-03-09, 0, 0, 33
2015-03-10, 0, 0, 56
2015-03-11, 0, 0, 36
2015-03-12, 0, 0, 70
2015-03-13, 0, 0, 39
2015-03-14, 0, 0, 27
2015-03-15, 0, 0, 30
2015-03-16, 0, 0, 23
2015-03-17, 0, 0, 39
2015-03-18, 0, 0, 38
2015-03-19, 0, 0, 49
2015-03-20, 0, 0, 35
2015-03-21, 0, 0, 15
2015-03-22, 0, 0, 19
2015-03-23, 0, 0, 36
2015-03-24, 0, 0, 44
2015-03-25, 0, 0, 49
2015-03-26, 0, 0, 46
2015-03-27, 0, 0, 39
2015-03-28, 0, 0, 29
2015-03-29, 0, 0, 19
2015-03-30, 0, 0, 24
2015-03-31, 0, 0, 35
2015-04-01, 0, 0, 49
2015-04-02, 0, 0, 61
2015-04-03, 0, 0, 35
2015-04-04, 0, 0, 30
2015-04-05, 0, 0, 31
2015-04-06, 0, 0, 19
2015-04-07, 0, 0, 51
2015-04-08, 0, 0, 36
2015-04-09, 0, 0, 41
2015-04-10, 0, 0, 28
2015-04-11, 0, 0, 11
2015-04-12, 0, 0, 6
2015-04-13, 0, 0, 17
2015-04-14, 0, 0, 25
2015-04-15, 0, 0, 36
2015-04-16, 0, 0, 42
2015-04-17, 0, 0, 51
2015-04-18, 0, 0, 10
2015-04-19, 0, 0, 12
2015-04-20, 0, 0, 38
2015-04-21, 0, 0, 24
2015-04-22, 0, 0, 74
2015-04-23, 0, 0, 44
2015-04-24, 0, 0, 37
2015-04-25, 0, 0, 9
2015-04-26, 0, 0, 53
2015-04-27, 0, 0, 63
2015-04-28, 0, 0, 44
2015-04-29, 0, 0, 53
2015-04-30, 0, 0, 50
2015-05-01, 0, 0, 41
2015-05-02, 0, 0, 31
2015-05-03, 0, 0, 10
2015-05-04, 0, 0, 34
2015-05-05, 0, 0, 47
2015-05-06, 0, 0, 40
2015-05-07, 0, 0, 69
2015-05-08, 0, 0, 41
2015-05-09, 0, 0, 36
2015-05-10, 0, 0, 15
2015-05-11, 0, 0, 39
2015-05-12, 0, 0, 45
2015-05-13, 0, 0, 41
2015-05-14, 0, 0, 45
2015-05-15, 0, 0, 57
2015-05-16, 0, 0, 14
2015-05-17, 0, 0, 20
2015-05-18, 0, 0, 43
2015-05-19, 0, 0, 58
2015-05-20, 0, 0, 52
2015-05-21, 0, 0, 31
2015-05-22, 0, 0, 33
2015-05-23, 0, 0, 37
2015-05-24, 0, 0, 22
2015-05-25, 0, 0, 9
2015-05-26, 0, 0, 29
2015-05-27, 0, 0, 40
2015-05-28, 0, 0, 32
2015-05-29, 0, 0, 30
2015-05-30, 0, 0, 13
2015-05-31, 0, 0, 18
2015-06-01, 0, 0, 15
2015-06-02, 0, 0, 37
2015-06-03, 0, 0, 25
2015-06-04, 0, 0, 21
2015-06-05, 0, 0, 11
2015-06-06, 0, 0, 10
2015-06-07, 0, 0, 4
2015-06-08, 0, 0, 12
2015-06-09, 0, 0, 5
2015-06-10, 0, 0, 6
2015-06-12, 0, 0, 6
2015-06-13, 0, 0, 2
2015-06-14, 0, 0, 3
2015-06-15, 0, 0, 19
2015-06-16, 0, 0, 16
2015-06-17, 0, 0, 57
2015-06-18, 0, 0, 26
2015-06-19, 0, 0, 25
2015-06-20, 0, 0, 10
2015-06-21, 0, 0, 2
2015-06-22, 0, 0, 19
2015-06-23, 0, 0, 23
2015-06-24, 0, 0, 63
2015-06-25, 0, 0, 64
2015-06-26, 0, 0, 33
2015-06-27, 0, 0, 19
2015-06-28, 0, 0, 8
2015-06-29, 0, 0, 19
2015-06-30, 0, 0, 25
2015-07-01, 0, 0, 41
2015-07-02, 0, 0, 35
2015-07-03, 0, 0, 7
2015-07-04, 0, 0, 3
2015-07-06, 0, 0, 12
2015-07-07, 0, 0, 21
2015-07-08, 0, 0, 49
2015-07-09, 0, 0, 40
2015-07-10, 0, 0, 48
2015-07-11, 0, 0, 25
2015-07-12, 0, 0, 8
2015-07-13, 0, 0, 44
2015-07-14, 0, 0, 22
2015-07-15, 0, 0, 36
2015-07-16, 0, 0, 48
2015-07-17, 0, 0, 51
2015-07-18, 0, 0, 28
2015-07-19, 0, 0, 13
2015-07-20, 0, 0, 27
2015-07-21, 0, 0, 50
2015-07-22, 0, 0, 41
2015-07-23, 0, 0, 38
2015-07-24, 0, 0, 40
2015-07-25, 0, 0, 36
2015-07-26, 0, 0, 30
2015-07-27, 0, 0, 31
2015-07-28, 0, 0, 31
2015-07-29, 0, 0, 28
2015-07-30, 0, 0, 39
2015-07-31, 0, 0, 60
2015-08-01, 0, 0, 31
2015-08-02, 0, 0, 12
2015-08-03, 0, 0, 25
2015-08-04, 0, 0, 39
2015-08-05, 0, 0, 16
2015-08-06, 0, 0, 23
2015-08-07, 0, 0, 17
2015-08-08, 0, 0, 11
2015-08-09, 0, 0, 1
2015-08-10, 0, 0, 22
2015-08-11, 0, 0, 19
2015-08-12, 0, 0, 28
2015-08-13, 0, 0, 40
2015-08-14, 0, 0, 17
2015-08-15, 0, 0, 3
2015-08-16, 0, 0, 6
2015-08-17, 0, 0, 17
2015-08-18, 0, 0, 36
2015-08-19, 0, 0, 30
2015-08-20, 0, 0, 16
2015-08-21, 0, 0, 25
2015-08-22, 0, 0, 16
2015-08-23, 0, 0, 6
2015-08-24, 0, 0, 15
2015-08-25, 0, 0, 19
2015-08-26, 0, 0, 44
2015-08-27, 0, 0, 35
2015-08-28, 0, 0, 14
2015-08-29, 0, 0, 11
2015-08-30, 0, 0, 12
2015-08-31, 0, 0, 3
2015-09-02, 0, 0, 30
2015-09-03, 0, 0, 31
2015-09-04, 0, 0, 21
2015-09-05, 0, 0, 20
2015-09-06, 0, 0, 11
2015-09-07, 0, 0, 17
2015-09-08, 0, 0, 37
2015-09-09, 0, 0, 32
2015-09-10, 0, 0, 39
2015-09-11, 0, 0, 35
2015-09-12, 0, 0, 11
2015-09-14, 0, 0, 21
2015-09-15, 0, 0, 29
2015-09-16, 0, 0, 34
2015-09-17, 0, 0, 28
2015-09-18, 0, 0, 34
2015-09-19, 0, 0, 7
2015-09-20, 0, 0, 10
2015-09-21, 0, 0, 28
2015-09-22, 0, 0, 29
2015-09-23, 0, 0, 21
2015-09-24, 0, 0, 21
2015-09-25, 0, 0, 35
2015-09-26, 0, 0, 11
2015-09-27, 0, 0, 4
2015-09-28, 0, 0, 22
2015-09-29, 0, 0, 32
2015-09-30, 0, 0, 25
2015-10-01, 0, 0, 35
2015-10-03, 0, 0, 8
2015-10-04, 0, 0, 8
2015-10-05, 0, 0, 14
2015-10-06, 0, 0, 25
2015-10-07, 0, 0, 25
2015-10-08, 0, 0, 32
2015-10-09, 0, 0, 45
2015-10-10, 0, 0, 17
2015-10-11, 0, 0, 19
2015-10-12, 0, 0, 17
2015-10-13, 0, 0, 31
2015-10-14, 0, 0, 22
2015-10-15, 0, 0, 11
2015-10-16, 0, 0, 18
2015-10-17, 0, 0, 8
2015-10-18, 0, 0, 4
2015-10-19, 0, 0, 18
2015-10-20, 0, 0, 20
2015-10-21, 0, 0, 23
2015-10-22, 0, 0, 12
2015-10-25, 0, 0, 8
2015-10-26, 0, 0, 12
2015-10-23, 0, 0, 15
2015-11-01, 0, 0, 5
2015-10-28, 0, 0, 28
2015-10-29, 0, 0, 8
2015-10-31, 0, 0, 7
2015-11-08, 0, 0, 26
2015-10-02, 0, 0, 21
2015-10-27, 0, 0, 23
2015-10-24, 0, 0, 27
2015-10-30, 0, 0, 8
2015-11-26, 0, 0, 8
2015-11-29, 0, 0, 10
2015-11-27, 0, 0, 3
2015-12-02, 0, 0, 31
2015-11-28, 0, 0, 6
2015-11-02, 0, 0, 18
2015-11-24, 0, 0, 11
2015-09-01, 0, 0, 21
2015-11-04, 0, 0, 58
2015-11-05, 0, 0, 74
2015-11-06, 0, 0, 61
2015-11-07, 0, 0, 21
2015-11-09, 0, 0, 24
2015-11-11, 0, 0, 46
2015-11-12, 0, 0, 47
2015-11-13, 0, 0, 50
2015-11-15, 0, 0, 15
2015-11-14, 0, 0, 33
2015-11-16, 0, 0, 47
2015-11-17, 0, 0, 65
2015-11-19, 0, 0, 46
2015-11-21, 0, 0, 30
2015-11-22, 0, 0, 17
2015-02-09, 0, 0, 16
2015-11-25, 0, 0, 7
2015-11-03, 1, 1, 29
2015-11-10, 1, 1, 40
2015-11-18, 2, 2, 51
2015-11-20, 5, 5, 40
2015-11-23, 3, 3, 8
2015-11-30, 2, 2, 38
2015-12-01, 1, 1, 24
2015-12-03, 101, 101, 197
2015-12-04, 100, 100, 164
2015-12-05, 38, 38, 93
2015-12-06, 34, 34, 71
2015-12-07, 40, 40, 88
2015-12-08, 30, 30, 93
2015-12-09, 23, 23, 69
2015-12-10, 26, 26, 78
2015-12-11, 32, 32, 97
2015-12-12, 28, 28, 58
2015-12-13, 58, 58, 221
2015-12-14, 17, 17, 84
2015-12-15, 27, 27, 92
2015-12-16, 41, 41, 120
2015-12-17, 21, 21, 91
2015-12-18, 16, 16, 58
2015-12-19, 26, 26, 70
2015-12-20, 18, 18, 57
2015-12-21, 25, 25, 96
2015-12-22, 21, 21, 91
2015-12-23, 21, 21, 105
2015-12-24, 10, 10, 54
2015-12-25, 7, 7, 22
2015-12-26, 10, 10, 30
2015-12-27, 8, 8, 17
2015-12-28, 13, 13, 37
2015-12-29, 9, 9, 28
2015-12-30, 7, 7, 31
2015-12-31, 13, 13, 36
2016-01-01, 16, 16, 69
2016-01-02, 6, 6, 19
2016-01-03, 5, 5, 27
2016-01-04, 13, 13, 45
2016-01-05, 9, 9, 31
2016-01-06, 15, 15, 55
2016-01-07, 7, 7, 35
2016-01-08, 11, 11, 56
2016-01-09, 11, 11, 43
2016-01-10, 4, 4, 24
2016-01-11, 7, 7, 26
2016-01-12, 8, 8, 60
2016-01-13, 17, 17, 55
2016-01-14, 15, 15, 52
2016-01-15, 8, 8, 40
2016-01-16, 9, 9, 41
2016-01-17, 6, 6, 37
2016-01-18, 7, 7, 29
2016-01-19, 7, 7, 24
2016-01-20, 13, 13, 89
2016-01-21, 11, 11, 83
2016-01-22, 16, 16, 67
2016-01-23, 14, 14, 54
2016-01-24, 18, 18, 42
2016-01-25, 7, 7, 55
2016-01-26, 14, 14, 59
2016-01-27, 12, 12, 59
2016-01-28, 7, 7, 49
2016-01-29, 9, 9, 48
2016-01-30, 9, 9, 32
2016-01-31, 3, 3, 7
2016-02-01, 5, 5, 44
2016-02-02, 20, 20, 57
2016-02-03, 20, 20, 56
2016-02-04, 5, 5, 57
2016-02-05, 17, 17, 47
2016-02-06, 7, 7, 51
2016-02-07, 7, 7, 29
2016-02-08, 8, 8, 36
2016-02-09, 10, 10, 59
2016-02-10, 13, 13, 63
2016-02-11, 17, 17, 55
2016-02-12, 16, 16, 51
2016-02-13, 6, 6, 29
2016-02-14, 11, 11, 16
2016-02-15, 9, 9, 35
2016-02-16, 11, 11, 49
2016-02-17, 9, 9, 46
2016-02-18, 18, 18, 79
2016-02-19, 11, 11, 53
2016-02-20, 12, 12, 57
2016-02-21, 10, 10, 10
2016-02-22, 9, 9, 54
2016-02-23, 13, 13, 72
2016-02-24, 24, 24, 69
2016-02-25, 9, 9, 81
2016-02-26, 16, 16, 57
2016-02-27, 12, 12, 30
2016-02-28, 4, 4, 27
2016-02-29, 11, 11, 37
2016-03-01, 12, 12, 53
2016-03-02, 15, 15, 65
2016-03-03, 17, 17, 60
2016-03-04, 8, 8, 51
2016-03-05, 13, 13, 42
2016-03-06, 3, 3, 10
2016-03-07, 8, 8, 53
2016-03-08, 20, 20, 89
2016-03-09, 19, 19, 98
2016-03-10, 26, 26, 105
2016-03-11, 16, 16, 66
2016-03-12, 14, 14, 57
2016-03-13, 9, 9, 29
2016-03-14, 14, 14, 54
2016-03-15, 14, 14, 77
2016-03-16, 16, 16, 74
2016-03-17, 11, 11, 90
2016-03-18, 13, 13, 75
2016-03-19, 10, 10, 36
2016-03-20, 6, 6, 15
2016-03-21, 8, 8, 46
2016-03-22, 36, 36, 85
2016-03-23, 19, 19, 54
2016-03-24, 47, 47, 114
2016-03-25, 14, 14, 76
2016-03-26, 9, 9, 40
2016-03-27, 12, 12, 16
2016-03-28, 17, 17, 71
2016-03-29, 26, 26, 50
2016-03-30, 23, 23, 63
2016-03-31, 33, 33, 75
2016-04-01, 23, 23, 63
2016-04-02, 17, 17, 40
2016-04-03, 8, 8, 21
2016-04-04, 16, 16, 40
2016-04-05, 11, 11, 43
2016-04-06, 11, 11, 52
2016-04-07, 7, 7, 45
2016-04-08, 17, 17, 58
2016-04-09, 13, 13, 34
2016-04-10, 11, 11, 20
2016-04-11, 14, 14, 37
2016-04-12, 15, 15, 47
2016-04-13, 15, 15, 61
2016-04-14, 11, 11, 60
2016-04-15, 23, 23, 62
2016-04-16, 12, 12, 35
2016-04-17, 7, 7, 30
2016-04-18, 8, 8, 40
2016-04-19, 8, 8, 43
2016-04-20, 8, 8, 37
2016-04-21, 18, 18, 55
2016-04-22, 7, 7, 44
2016-04-23, 4, 4, 32
2016-04-24, 10, 10, 21
2016-04-25, 16, 16, 64
2016-04-26, 10, 10, 45
2016-04-27, 8, 8, 37
2016-04-28, 7, 7, 40
2016-04-29, 15, 15, 67
2016-04-30, 5, 5, 9
2016-05-01, 7, 7, 14
2016-05-02, 10, 10, 40
2016-05-03, 15, 15, 34
2016-05-04, 12, 12, 69
2016-05-05, 18, 18, 51
2016-05-06, 21, 21, 52
2016-05-07, 9, 9, 38
2016-05-08, 4, 4, 16
2016-05-09, 4, 4, 35
2016-05-10, 16, 16, 50
2016-05-11, 22, 22, 56
2016-05-12, 15, 15, 42
2016-05-13, 18, 18, 31
2016-05-14, 10, 10, 12
2016-05-15, 5, 5, 15
2016-05-16, 12, 12, 28
2016-05-17, 23, 23, 35
2016-05-18, 17, 17, 30
2016-05-19, 16, 16, 28
2016-05-20, 17, 17, 44
2016-05-21, 14, 14, 25
2016-05-22, 5, 5, 19
2016-05-23, 17, 17, 29
2016-05-24, 20, 20, 34
2016-05-25, 32, 32, 55
2016-05-26, 20, 20, 30
2016-05-27, 22, 22, 43
2016-05-28, 8, 8, 10
2016-05-29, 7, 7, 27
2016-05-30, 6, 6, 18
2016-05-31, 22, 22, 48
2016-06-01, 32, 32, 58
2016-06-02, 23, 23, 53
2016-06-03, 25, 25, 47
2016-06-04, 18, 18, 44
2016-06-05, 12, 12, 24
2016-06-06, 15, 15, 40
2016-06-07, 18, 18, 60
2016-06-08, 19, 19, 37
2016-06-09, 15, 15, 45
2016-06-10, 13, 13, 32
2016-06-11, 4, 4, 11
2016-06-12, 7, 7, 12
2016-06-13, 10, 10, 20
2016-06-14, 11, 11, 26
2016-06-15, 11, 11, 38
2016-06-16, 13, 13, 27
2016-06-17, 12, 12, 26
2016-06-18, 6, 6, 22
2016-06-19, 8, 8, 23
2016-06-20, 23, 23, 44
2016-06-21, 26, 26, 62
2016-06-22, 32, 32, 69
2016-06-23, 28, 28, 58
2016-06-24, 19, 19, 41
2016-06-25, 13, 13, 45
2016-06-26, 8, 8, 10
2016-06-27, 13, 13, 20
2016-06-28, 17, 17, 61
2016-06-29, 15, 15, 36
2016-06-30, 15, 15, 41
2016-07-01, 22, 22, 52
2016-07-02, 20, 20, 51
2016-07-03, 10, 10, 29
2016-07-04, 5, 5, 12
2016-07-05, 11, 11, 53
2016-07-06, 21, 21, 41
2016-07-07, 36, 36, 66
2016-07-08, 16, 16, 52
2016-07-09, 10, 10, 27
2016-07-10, 8, 8, 15
2016-07-11, 19, 19, 28
2016-07-12, 18, 18, 46
2016-07-13, 25, 25, 66
2016-07-14, 16, 16, 42
2016-07-15, 20, 20, 45
2016-07-16, 16, 16, 48
2016-07-17, 10, 10, 31
2016-07-18, 32, 32, 66
2016-07-19, 25, 25, 57
2016-07-20, 27, 27, 56
2016-07-21, 20, 20, 61
2016-07-22, 23, 23, 49
2016-07-23, 23, 23, 82
2016-07-24, 16, 16, 44
2016-07-25, 17, 17, 45
2016-07-26, 35, 35, 92
2016-07-27, 27, 27, 46
2016-07-28, 28, 28, 65
2016-07-29, 38, 38, 87
2016-07-30, 14, 14, 40
2016-07-31, 7, 7, 19
2016-08-01, 21, 21, 46
2016-08-02, 24, 24, 41
2016-08-03, 36, 36, 55
2016-08-04, 48, 48, 73
2016-08-05, 32, 32, 42
2016-08-06, 8, 8, 17
2016-08-07, 16, 16, 27
2016-08-08, 45, 45, 50
2016-08-09, 45, 45, 78
2016-08-10, 38, 38, 46
2016-08-11, 34, 34, 53
2016-08-12, 30, 30, 46
2016-08-13, 13, 13, 18
2016-08-14, 5, 5, 9
2016-08-15, 16, 16, 18
2016-08-16, 24, 24, 27
2016-08-17, 28, 28, 41
2016-08-18, 28, 28, 36
2016-08-19, 33, 33, 52
2016-08-20, 17, 17, 34
2016-08-21, 4, 4, 3
2016-08-22, 10, 10, 15
2016-08-23, 13, 13, 20
2016-08-24, 21, 21, 32
2016-08-25, 23, 23, 31
2016-08-26, 17, 17, 32
2016-08-27, 3, 3, 5
2016-08-28, 8, 8, 14
2016-08-29, 7, 7, 15
2016-08-30, 18, 18, 26
2016-08-31, 14, 14, 35
2016-09-01, 14, 14, 42
2016-09-02, 15, 15, 30
2016-09-03, 14, 14, 17
2016-09-04, 4, 4, 16
2016-09-05, 5, 5, 14
2016-09-06, 21, 21, 29
2016-09-07, 18, 18, 26
2016-09-08, 10, 10, 23
